FAC_DET_REP,SITE_ADDRESS,Longitude,ID,EPA_REGISTRY_ID,SITE_CITY,SITE_ZIP,Latitude,CDR_SUB_CNT,Public_CDR_SUBMISSIONS_SITE_NAME,County-State
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001528099,1 HESS PLAZA,-74.29455,1.0,110001528099,WOODBRIDGE,07095-1299,40.544770001,12.0,1 HESS PLAZA,Middlesex-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110033238663,16303 RAMSEY RD,-95.05295,2.0,110033238663,CROSBY,775325988,29.918690001,23.0,16303 RAMSEY ROAD,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110033258757,1632 HADEN RD,-95.18085,3.0,110033258757,HOUSTON,770156402,29.765970001,16.0,1632 HADEN RD,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110014323188,25 WEST 45TH STREET,-73.9807,4.0,110014323188,NEW YORK,10036-4902,40.755910001,12.0,25 WEST 45TH ST BUILDING,New York city-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110033220761,2406 LYNCH RD,-87.521697124,5.0,110033220761,EVANSVILLE,477112953,38.013416824,1.0,2504 LYNCH ROAD EVANSVILLE IN 47711,Vanderburgh-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015205972,30 MONTGOMERY ST,-74.0353,6.0,110015205972,JERSEY CITY,07302,40.716610001,12.0,30 MONTGOMERY STREET OFFICE BUILDING,Hudson County-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038951211,915 ADAMS ST SE,-94.362,7.0,110038951211,HUTCHINSON,55350,44.879360001,1.0,3M - HUTCHINSON TAPE MANUFACTURING PLANT,McLeod-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000599273,4501 HIGHWAY 377 SOUTH,-98.99996,8.0,110000599273,BROWNWOOD,76801-5907,31.670280001,1.0,3M CO - BROWNWOOD,Brown-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000477467,18750 MINNESOTA ROAD,-117.511312239,9.0,110000477467,CORONA,92881-4313,33.845949256,1.0,3M CO - CORONA,Riverside-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000354161,1400 PERIMETER ROAD,-82.35851,10.0,110000354161,GREENVILLE,29605-5498,34.744110001,1.0,3M CO - GREENVILLE,Greenville-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000589159,6675 US HIGHWAY 43,-87.899855015,11.0,110000589159,GUIN,35563,33.966719504,1.0,3M CO - GUIN,Marion-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000412697,3406 E. PLEASANT ST.,-93.082863267,12.0,110000412697,KNOXVILLE,50138,41.320879422,1.0,3M CO - KNOXVILLE,Marion-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000597952,HIGWAY 365 AND WALTERS ROAD,-92.2726,13.0,110000597952,LITTLE ROCK,72206,34.658850001,1.0,3M CO - LITTLE ROCK,Pulaski-AR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000443805,2120 E. AUSTIN,-94.32925,14.0,110000443805,NEVADA,64772-4212,37.836370001,1.0,3M CO - NEVADA,Vernon-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110012275484,4191 HIGHWAY 87 SOUTH,-79.10521,15.0,110012275484,MONCURE,27559,35.639440001,3.0,3M CO - PITTSBORO,Chatham-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000326727,305 SAWYER AVE.,-78.92047,16.0,110000326727,TONAWANDA,141507798,42.976270001,1.0,3M CO - TONAWANDA,Erie-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000421776,144 ROSECRANS ST,-89.637659781,17.0,110000421776,WAUSAU,544019132,44.950180001,1.0,3M CO - WAUSAU DOWNTOWN,Marathon-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000367567,1400 STATE DOCKS RD.,-87.039076117,18.0,110000367567,DECATUR,35601-8807,34.641404017,15.0,3M COMPANY,Morgan-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110035810799,3M CENTER,-93.09421,19.0,110035810799,ST PAUL,55144-1000,45.033070001,79.0,3M COMPANY,Ramsey-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041876431,22614 ROUTE 85 NORTH,-90.76971,20.0,110041876431,CORDOVA,61242,41.433530001,25.0,3M COMPANY/3M CORDOVA,Rock Island-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000423667,10746 INNOVATION ROAD,-92.913909388,21.0,110000423667,COTTAGE GROVE,55016-4600,44.791610817,11.0,3M COTTAGE GROVE CENTER,Washington-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000385459,1301 LOWELL STREET,-82.13993,22.0,110000385459,ELYRIA,44035-4864,41.375420001,2.0,3M ELYRIA,Lorain-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,PO Box 2810,-79.28075,23.0,PENDING,Georgetown,29442,33.368300001,32.0,3V Inc.,Georgetown-SC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,110 E. Aspen Dr,-98.09724,24.0,,Groton,57445,45.443160001,1.0,4 Seasons Coop,Brown-SD
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110030735916,1355 E 93RD ST,-87.59008,26.0,110030735916,CHICAGO,60619,41.725910001,1.0,A FINKL & SONS CO,Cook-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000434236,2011 N. SOUTHPORT AVE.,-87.663,25.0,110000434236,CHICAGO,60614-4079,41.918140001,1.0,A FINKL & SONS CO,Cook-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1221 Broadway,-122.27187,27.0,PENDING,Oakland,94612,37.803210001,2.0,A&M Products Manufacturing Company,Alameda-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110044977282,38100 ECORSE RD,-83.413292741,28.0,110044977282,ROMULUS,48174,42.251754312,1.0,A123 SYSTEMS INC,Wayne-MI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110003712750,2005 MAYFLOWER RD,-86.322606429,29.0,110003712750,NILES,49120,41.795569287,1.0,AACOA EXTRUSIONS INC,Berrien-MI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002444515,2551 CR 10 W,-85.982001611,30.0,110002444515,ELKHART,46514-8786,41.664382417,1.0,AACOA INC,Elkhart-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110010593376,561 MITCHELL RD,-88.06425,31.0,110010593376,GLENDALE HEIGHTS,601392582,41.924340001,30.0,AAKASH CHEMICALS & DYESTUFF INC,Dupage-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000377930,1101 ISAAC SHELBY DRIVE,-85.271957633,32.0,110000377930,SHELBYVILLE,40065-9128,38.202803462,1.0,AAPER ALCOHOL & CHEMICAL CO,Shelby-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043992016,2500 SEVENTH STREET ROAD,-85.76392,33.0,110043992016,LOUISVILLE,40208,38.220460001,1.0,"AARHUSKARLSHAMN, USA-K1",Jefferson-KY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001158915,7825 SAN LEANDRO STREET,-122.19299,34.0,110001158915,OAKLAND,94621-2515,37.750290001,5.0,AB&I FOUNDRY,Alameda-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000366817,ONE RAILROAD AVENUE,-86.7626,35.0,110000366817,TARRANT,35217,33.594020001,3.0,ABC COKE,jefferson-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1214 Rd G,-97.518427143,36.0,PENDING,Fairmont,68354,40.61138143,2.0,"ABE Fairmont, LLC",Fillmore-NE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000428038,38469 133RD ST.,-98.550067506,37.0,110000428038,ABERDEEN,574018406,45.459761944,1.0,ABE SOUTH DAKOTA LLC,Brown-SD
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110033218159,523 E UNION AVE,-97.53097,38.0,110033218159,COLWICH,67030,37.786820001,1.0,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,Sedgwick-KS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000472578,1827 S. INDUSTRIAL DR.,-103.36991,39.0,110000472578,PORTALES,88130,34.170458901,1.0,ABENGOA BIOENERGY ETHANOL PLANT,Rooesevelt-NM
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040950389,395 BISSELL ST,-90.17185,40.0,110040950389,MADISON,62060-1177,38.679950001,1.0,ABENGOA BIOENERGY OF ILLINOIS,Madison-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,8999 West Franklin Road,-87.72268,41.0,PENDING,Mt. Vernon,47620,37.906250001,1.0,Abengoa Bioenergy of Indiana,County-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110031127126,35955 NAVAHO RD,-98.874706642,42.0,110031127126,RAVENNA,688693240,41.022471473,1.0,ABENGOA BIOENERGY OF NEBRASKA,Buffalo-NE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=,1414 Road O,-97.5397,43.0,,York,68467,41.004558572,1.0,Abengoa Bionergy Corporation,York-NE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110038367228,13435 370TH AVENUE,-98.784,44.0,110038367228,MINA,57451-6504,45.442097501,1.0,ABERDEEN ENERGY LLC,Edmunds-SD
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000605088,5020 HIGHWAY 11 SOUTH,-84.75264,45.0,110000605088,CALHOUN,37309-5248,35.297210001,9.0,ABIBOW US INC - CALHOUN OPERATIONS,MCMINN-TN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000366121,17589 PLANT ROAD,-86.344160253,46.0,110000366121,COOSA PINES,35044-9000,33.347045543,12.0,ABIBOW US INC COOSA PINES FACILITY,Talladega-AL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000419663,1530 S JACKSON ST,-89.017604022,47.0,110000419663,JANESVILLE,535462934,42.658493944,1.0,ABITEC CORP JANESVILLE PLANT,Rock-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110027236621,1372 STATELINE ROAD,-92.94956,48.0,110027236621,ST ANSGAR (MONA),50472-8806,43.499790001,2.0,ABSOLUTE ENERGY LLC,Mitchell-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,W 19th Street,-81.8396,49.0,PENDING,Nitro,25143,38.419950001,24.0,AC&S INC,Putnam-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110039494721,7322 SW FWY,-95.48872,50.0,110039494721,HOUSTON,77074-2010,29.607760001,7.0,ACCESS CHEMICAL & SERVICES LLC,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,"28255 Charlotte Avenue, Bldg 4",-86.007680199,51.0,PENDING,Elkhart,46517,41.645914154,4.0,ACCESSA Coatings Solutions,Elkhart-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,118 Koolmer Drive,-86.73376,52.0,PENDING,LaPorte,46350,41.622330001,1.0,"Accurate Castings, Incorporated",LaPorte-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,570 Bluemound Road,-88.231464865,53.0,PENDING,Waukesha,53188,43.044437569,1.0,"Accurate Specialties, Inc.",Waukesha-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000481924,12801 MARIPOSA STREET,-117.37522,54.0,110000481924,TRONA,93562,35.765180001,1.0,ACE COGENERATION FACILITY,San Bernardino-CA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110013812918,815 WEST MAPLE STREET,-90.955690271,55.0,110013812918,STANLEY,54768-1085,44.958716852,4.0,ACE ETHANOL LLC,Chippewa-WI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,4 TRI HARBOR CT,-73.66334,56.0,PENDING,PORT WASHINGTON,11050,40.812060001,162.0,ACETO CORPORATION,NASSAU-NY
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,201 Bay Street S,-94.893425152,57.0,PENDING,Texas City,77590,29.382625253,2.0,Acetyls Americas,Galveston-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110003064184,600 41ST STREET,-87.64096,58.0,110003064184,CHICAGO,60609-2680,41.820330001,8.0,ACID PRODUCTS COMPANY INC.,COOK-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000319156,901 LEHIGH AVENUE,-74.24287,59.0,110000319156,UNION,07083-7632,40.683000001,1.0,ACUPOWDER INTERNATIONAL LLC,UNION-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040089604,201 RED RIVER RD,-93.387829358,60.0,110040089604,COUSHATTA,71019,32.005405414,1.0,"ADA CARBON SOLUTIONS (RED RIVER), LLC",Red River-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110005349569,417 NW 136TH ST,-122.673764577,61.0,110005349569,VANCOUVER,986852955,45.719247443,1.0,ADALIS CORP,Clark-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000410056,4401 PAGE AVE.,-84.33397,62.0,110000410056,MICHIGAN CENTER,49254,42.234610001,3.0,ADCO PRODUCTS INC,Jackson-MI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043799743,5221 SID RICHARDSON ROAD,-91.279423477,63.0,110043799743,ADDIS,70710,30.33017884,1.0,ADDIS CARBON BLACK PLANT,West Baton Rouge-LA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110032865638,10 MOUNTAINVIEW RD,-74.12071,64.0,110032865638,UPPER SADDLE RIVER,07458,41.060640001,4.0,ADEKA USA CORP,Bergen-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,411 Hackensack Avenue,-74.033266471,65.0,PENDING,Hackensack,07601,40.909894707,24.0,ADEKA USA Corporation,Bergen-NJ
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110008978552,4350 WEST GALENA ROAD,-89.80391,66.0,110008978552,LENA,61048-8504,42.363830001,2.0,ADKINS ENERGY LLC,Stephenson-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110012384561,1841 CLAY RD,-83.251609243,70.0,110012384561,VALDOSTA,31601,30.831128001,1.0,ADM,Shelby-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110013325507,2019 3RD AVENUE,-93.995493265,71.0,110013325507,MANKATO,56001-2804,44.186805307,2.0,ADM,Blue Earth-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000427128,400 WEST ERIE ROAD,-95.78521,67.0,110000427128,MARSHALL,56258-2736,44.470300001,4.0,ADM,Lyon-MN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002387783,4666 FARIES PARKWAY,-88.883565185,69.0,110002387783,DECATUR,62526-5630,39.863571112,10.0,ADM,Macon-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110002382680,7800 THAYER STREET,-96.619116148,68.0,110002382680,LINCOLN,68507-1098,40.866670342,2.0,ADM,Lancaster-NE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,4666 Faries Parkway,-88.883565185,72.0,PENDING,Decatur,62526,39.863571112,10.0,ADM - Decatur Bioproducts,Macon-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,4666 Faries Parkway,-88.883565185,73.0,PENDING,Decatur,62526,39.863571112,10.0,ADM - Decatur Cogen,Macon-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,#1 Edmund Street,-89.60688,74.0,PENDING,Peoria,60602,40.677560001,2.0,ADM - Peoria,Tazwell-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015440094,1131 E SPRAGUE,-117.39281,75.0,110015440094,SPOKANE,99202-2100,47.657210001,1.0,ADM CENTENNIAL MILLS DRV,Spokane-WA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000415630,1251 BEAVER CHANNEL PARKWAY,-90.215726303,76.0,110000415630,CLINTON,52732-5935,41.817748092,9.0,ADM CORN PROCESSING,Clinton-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000595035,12868 COUNTY ROAD 9,-97.89203,78.0,110000595035,WALHALLA,58282,48.912770001,2.0,ADM CORN PROCESSING,Pembina-ND
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110010507503,1350 WACONIA AVENUE SOUTHWEST,-91.68536,79.0,110010507503,CEDAR RAPIDS,52404-4322,41.927240001,3.0,ADM CORN PROCESSING,Linn-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000448043,3000 EAST 8TH STREET,-97.28956,77.0,110000448043,COLUMBUS,68601-9073,41.424050001,3.0,ADM CORN PROCESSING,Platte-NE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110042278406,4666 FARIES PKWY-E,-88.883565185,80.0,110042278406,DECATUR,62526,39.863571112,10.0,ADM GLYCOLS,Macon-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015682260,540 SOUTH STREET,-96.714309488,81.0,110015682260,LINCOLN,68502-1940,40.791581796,2.0,ADM MILLING,Lancaster-NE
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110001804833,1300 W. CARROLL AVE.,-87.6589,84.0,110001804833,CHICAGO,606071118,41.887670001,1.0,ADM MILLING CO,Cook-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000349187,620 W. 10TH ST.,-80.84151,82.0,110000349187,CHARLOTTE,28202,35.236120001,1.0,ADM MILLING CO,Mecklenburg-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000396394,854 BETHEL AVE.,-86.092221111,83.0,110000396394,BEECH GROVE,46107,39.730207779,1.0,ADM MILLING CO,Marion-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000428136,5525 136TH AVENUE SOUTHEAST,-97.57403,85.0,110000428136,ENDERLIN,58027-9771,46.612888572,1.0,ADM NORTHERN SUN DIV,Ransom-ND
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000595115,1388 HIGHWAY 97,-100.884836667,86.0,110000595115,VELVA,587909003,48.022520001,2.0,ADM PROCESSING,McHenry-ND
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110017425115,1900 GARDNER EXPRESSWAY,-91.40929027,87.0,110017425115,QUINCY,623060329,39.908738549,2.0,ADM QUINCY,Adams-IL
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000350370,1730 EAST MOORE STREET SOUTH EAST,-78.000685281,88.0,110000350370,SOUTHPORT,28461-9418,33.945879658,2.0,ADM SOUTHPORT,Brunswick-NC
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110010507745,1935 EAST EUCLID AVENUE,-93.58326,89.0,110010507745,DES MOINES,50313-4732,41.627760001,2.0,ADM SOYBEAN PROCESSING,Polk-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110017981656,400 EAST HOLT STREET,-91.87956,90.0,110017981656,MEXICO,65265-2971,39.169360001,1.0,ADM SOYBEAN PROCESSING PLANT,Holt-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040850870,5020 SHREVE AVE,-90.23775,91.0,110040850870,ST. LOUIS,63115,38.683950001,1.0,ADM/TPC MILLING CO-PILLSBURY COMPANY,St. Louis-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,5501 W. Baker Road,-95.025284268,92.0,PENDING,Baytown,77520,29.769488083,26.0,Advanced Aromatics LLC,Harris-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000330730,109 CONICA LN.,-78.73294,93.0,110000330730,HARMONY,160370160,40.781250001,5.0,ADVANCED POLYMER TECHNOLOGY,Butler-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000499791,1400 BLUEGRASS LAKES PARKAY,-84.23128,94.0,110000499791,ALPHARETTA,30004,34.113740001,1.0,ADVANTIS TECHNOLOGIES,Forsyth-GA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,12567 Farm Road 3430,-99.30407,95.0,PENDING,Vernon,76384,34.152790001,1.0,AEP  - Oklaunion Power Station,Wilbarger-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,306 County Road 7 East,-80.652409548,96.0,PENDING,Brilliant,43913,40.252958677,2.0,AEP - Cardinal Plant,Jefferson-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,PO Box 157 State Route 664,-82.40685,97.0,PENDING,Cleveland,24225,37.140970001,1.0,AEP - Clinch River Plant,Russell-VA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,7397 North State Route 7 PO Box 271,-82.05308,98.0,PENDING,Cheshire,45620,39.002480001,2.0,AEP - General James M. Gavin Plant,Gallia-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1530 Winfield Road PO Box 4000,-81.836281341,99.0,PENDING,Winfield,25177,38.478414148,2.0,AEP - John E Amos Plant,Kanawha-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,PO Box 110 St. Route 60,-81.4251,100.0,PENDING,Glasgow,25086,38.216540001,1.0,AEP - Kanawha River Plant,Kanawha-WV
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,PO Box 220 US Route 169 & State Route 88,-95.80389,101.0,PENDING,Oologah,74053,36.280990001,1.0,AEP - Northeastern Power Station,Rogers-OK
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,2971 North US Rt. 231,-87.09341,102.0,PENDING,Rockport,47635,37.894690001,1.0,AEP - Rockport Plant,Warrick-IN
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,1187 County Road 4865,-94.803013518,103.0,PENDING,Pittsburg,75686,32.935044966,1.0,AEP - Welsh Plant,Titus-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110009642841,1 RIVERSIDE PL,-83.0048,104.0,110009642841,COLUMBUS,43215-2355,39.965230001,2.0,AEP MUSKINGUM RIVER UNITS 1-4  *,Washington-OH
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110040933363,RT 2 BOX 165,-94.35592,105.0,110040933363,HALLSVILLE,75650,32.553860001,1.0,AEP PIRKEY POWER PLANT,Harrison-TX
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110041558374,"KM 142, RTE. #3 BO. JOBOS",0.0,106.0,110041558374,GUAYAMA,00785,0.0,,AES - PUERTO RICO COGENERATION PLANT,Guayama-PR
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110027164164,91-086 KAOMI LP,-158.108810941,107.0,110027164164,KAPOLEI,96707-1710,21.300913633,1.0,AES HAWAII INC,Honolulu-HI
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000598648,3 MILES E. OF JUNCTION 31,-94.67264,108.0,110000598648,PANAMA,74951,35.166460001,2.0,AES SHADY POINT LLC,LeFlore-OK
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=PENDING,500 Spring St.,-77.44783,109.0,PENDING,Richmond,23219,37.539090001,1.0,Afton Chemical Corporation,City of Richmond-VA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110030566475,708 S 10TH ST,-95.542489732,110.0,110030566475,HIAWATHA,664348500,39.846388927,1.0,"AG PARTNERS COOPERATIVE, INC. - HIAWATHA",Brown-KS
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000414061,2753 PORT NEAL CIR.,-96.35834,111.0,110000414061,SERGEANT BLUFF,51054-8537,42.307140001,2.0,AG PROCESSING INC,Woodbury-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110011273022,500 NORTH COMMERCIAL AVENUE,-93.90464,112.0,110011273022,EAGLE GROVE,50533-1300,42.668360001,1.0,AG PROCESSING INC,Wright-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110015310652,900 SOUTHWEST LOWER LAKE ROAD,-94.87767,113.0,110015310652,SAINT JOSEPH,64504-9503,39.722260001,3.0,AG PROCESSING INC,Buchanan-MO
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110043858910,2108 140TH AVE,-94.187509697,114.0,110043858910,ALGONA,50511,43.077570607,2.0,AG PROCESSING INC - ALGONA,Kossuth-IA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110027361771,55 E UWCHLAN AVE,-75.656201667,115.0,110027361771,EXTON,19341,40.057680001,13.0,AGC CHEM AMER INC BUS & TECH CTR,Chester-PA
http://iaspub.epa.gov/enviro/fii_query_dtl.disp_program_facility?p_registry_id=110000320402,195 NORTH STREET,-74.05212,116.0,110000320402,TETERBORO,07608-1287,40.864710001,10.0,AGFA CORP,Bergan-NJ
